status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
discarded,Recognising object-oriented software design quality: a practitioner-based questionnaire survey,Jamie Stevenson; Murray Wood,2017,Software Quality Journal,10.1007/s11219-017-9364-8,https://openalex.org/W2281434630,adjacent-subtopic; design-quality-survey,"Design quality is vital if software is to be maintainable. What practices do developers actually use to achieve design quality in their day-to-day work and which of these do they find most useful? To discover the extent to which practitioners concern themselves with object-oriented design quality and the approaches used when determining quality in practice, a questionnaire survey of 102 software practitioners, approximately half from the UK and the remainder from elsewhere around the world was used. Individual and peer experience are major contributors to design quality. Classic design guidelines, well-known lower level practices, tools and metrics all can also contribute positively to design quality. There is a potential relationship between testing practices and design quality. Inexperience, time pressures, novel problems, novel technology, and imprecise or changing requirements may have a negative impact on quality. Respondents with most experience are more confident in their design decisions, place more value on reviews by team leads and are more likely to rate design quality as very important. For practitioners, these results identify the techniques and tools that other practitioners find effective. For researchers, the results highlight a need for more work investigating the role of experience in the design process and the contribution experience makes to quality. There is also the potential for more in-depth studies of how practitioners are actually using design guidance, including Clean Code. Lastly, the potential relationship between testing practices and design quality merits further investigation.",openalex,llm,0.830,unreviewed,
discarded,Energy Consumption Analysis Of Design Patterns,Andreas Litke; Kostas Zotos; Alexander Chatzigeorgiou; George Stephanides,2007,,10.5281/zenodo.1057717,https://openalex.org/W1853946175,adjacent-subtopic; design-patterns-energy,"The importance of low power consumption is widely acknowledged due to the increasing use of portable devices, which require minimizing the consumption of energy. Energy dissipation is heavily dependent on the software used in the system. Applying design patterns in object-oriented designs is a common practice nowadays. In this paper we analyze six design patterns and explore the effect of them on energy consumption and performance.",openalex,llm,0.800,unreviewed,
kept,Toolkit design for interactive structured graphics,Benjamin B. Bederson; Jesse Grosjean; Jon Meyer,2004,IEEE Transactions on Software Engineering,10.1109/tse.2004.44,https://openalex.org/W2143772272,qualifies-claim; toolkit-architecture; trade-offs,"Here, we analyze toolkit designs for building graphical applications with rich user interfaces, comparing polylithic and monolithic toolkit-based solutions. Polylithic toolkits encourage extension by composition and follow a design philosophy similar to 3D scene graphs supported by toolkits including JavaSD and Openlnventor. Monolithic toolkits, on the other hand, encourage extension by inheritance, and are more akin to 2D graphical user interface toolkits such as Swing or MFC. We describe Jazz (a polylithic toolkit) and Piccolo (a monolithic toolkit), each of which we built to support interactive 2D structured graphics applications in general, and zoomable user interface applications in particular. We examine the trade offs of each approach in terms of performance, memory requirements, and programmability. We conclude that a polylithic approach is most suitable for toolkit builders, visual design software where code is automatically generated, and application builders where there is much customization of the toolkit. Correspondingly, we find that monolithic approaches appear to be best for application builders where there is not much customization of the toolkit.",openalex,llm,0.960,unreviewed,
discarded,Understanding the use of lambda expressions in Java,Davood Mazinanian; Ameya Ketkar; Nikolaos Tsantalis; Danny Dig,2017,Proceedings of the ACM on Programming Languages,10.1145/3133909,https://openalex.org/W2764146461,adjacent-subtopic; functional-java,"Java 8 retrofitted lambda expressions, a core feature of functional programming, into a mainstream object-oriented language with an imperative paradigm. However, we do not know how Java developers have adapted to the functional style of thinking, and more importantly, what are the reasons motivating Java developers to adopt functional programming. Without such knowledge, researchers miss opportunities to improve the state of the art, tool builders use unrealistic assumptions, language designers fail to improve upon their designs, and developers are unable to explore efficient and effective use of lambdas. We present the first large-scale, quantitative and qualitative empirical study to shed light on how imperative programmers use lambda expressions as a gateway into functional thinking. Particularly, we statically scrutinize the source code of 241 open-source projects with 19,770 contributors, to study the characteristics of 100,540 lambda expressions. Moreover, we investigate the historical trends and adoption rates of lambdas in the studied projects. To get a complementary perspective, we seek the underlying reasons on why developers introduce lambda expressions, by surveying 97 developers who are introducing lambdas in their projects, using the firehouse interview method. Among others, our findings revealed an increasing trend in the adoption of lambdas in Java: in 2016, the ratio of lambdas introduced per added line of code increased by 54% compared to 2015. Lambdas were used for various reasons, including but not limited to (i) making existing code more succinct and readable, (ii) avoiding code duplication, and (iii) simulating lazy evaluation of functions. Interestingly, we found out that developers are using Java's built-in functional interfaces inefficiently, i.e., they prefer to use general functional interfaces over the specialized ones, overlooking the performance overheads that might be imposed. Furthermore, developers are not adopting techniques from functional programming, e.g., currying. Finally, we present the implications of our findings for researchers, tool builders, language designers, and developers.",openalex,llm,0.980,unreviewed,
discarded,An Object-oriented Software Framework for Immersive Virtual Reality Exergames,Yifan Wang,2020,The Sydney eScholarship Repository (The University of Sydney),,https://openalex.org/W3014675749,adjacent-subtopic; framework-design,"Immersive Virtual Reality (VR) exergames have significant impacts on research outcomes of human factors. On one hand, VR has positive psychological effects on user experience such as enjoyment and engagement. On the other hand, exergames with VR increase users’ physical activity levels and energy consumption, showing a great potential in improving health. However, the main challenges in employing VR with exergames are the design and development for customised applications targeting different research purposes. In recent years, we have seen a growing number of Human-Computer Interaction (HCI) research projects using frameworks to ease the development, customisation and design challenges of VR exergames. Nevertheless, only few projects target on providing an object-oriented framework for VR exergame development. This thesis presents an object-oriented software framework to reduce the effort in building immersive VR exergames. VR design aspects including safety, motion sickness and feedback of activity, are involved in this framework, meanwhile design patterns, modular architecture and object-oriented programming are used to enable the developer to easily prototype an experiment-oriented VR exergame. This framework has been used in our research group to develop several VR exergames, where we evaluate how the framework simplifies the development process. Evaluation results show that the development effort and time spent in programming are significantly reduced by using the framework. In addition, the code metrics results of the framework source code are analysed to revel its good quality in terms of maintainability, reliability and reusability. Further, the framework’s feasibility and usability are also evaluated through several user studies. The user feedback and user performance demonstrate that the VR exergames built with this framework can engage players to do moderate exercise, which shows the practicality of using the framework in experiment-oriented user studies.",openalex,llm,0.720,unreviewed,
discarded,Assessing the maintainability of C++ source code,Marius Sundbakken,2001,Research Exchange (Washington State University),,https://openalex.org/W2262557910,adjacent-subtopic; maintainability-metrics,"Maintenance refers to the modifications made to software systems after their first release.It is not possible to develop a significant software system that does not need maintenance because change, and hence maintenance, is an inherent characteristic of software systems.It has been estimated that it costs 80% more to maintain software than to develop it.Clearly, maintenance is the major expense in the lifetime of a software product.Predicting the maintenance effort is therefore vital for cost-effective design and development.Automated techniques that can quantify the maintainability of objectoriented designs would be very useful.Models based on metrics for object-oriented source code are necessary to assess software quality and predict engineering effort.This thesis will look at C++, one of the most widely used object-oriented programming languages in academia and industry today.Metrics based models that assess the maintainability of the source code using object-oriented software metrics are developed.",openalex,llm,0.900,unreviewed,
kept,ECS Game Engine Design,Daniel Masamune Hall,2014,DigitalCommons - CalPoly (California State Polytechnic University),,https://openalex.org/W196326253,supports-claim; ecs; game-engine; coupling,"Abstract—Game programming design and organization can be difficult and complicated. To simplify the development process, frameworks with an array of tools and utilities known as game engines are used. The main goal of this project is to explore game engine designs and develop a design for a modular and expandable game engine. The designs covered in this paper are Object Oriented Programing (OOP) and two Entity Component System (ECS). OOP designs, commonly used in computer science, use a hierarchy of objects to share functionality. ECS designs are based off of the concepts Composition over inheritance in which objects contain features instead of inheriting them. However, designs have their own weaknesses, such as expandability in OOP design. The issue comes from the tightly coupled nature of a hierarchy where changes made near the root of the hierarchy requires significant code reconstruction. ECS solves the coupling issue, however, problems exist with cross system communication and shared components across systems. The two ECS designs used, Cupcake and Artemis, aim to solve these issues. By writing simple game applications, the functionality of each design was tested and analysed. Using the two strengths of Cupcake and Artemis, this paper proposes a new ECS design to minimize architectural issues. F 1",openalex,llm,0.990,unreviewed,
discarded,The early history of F#,Don Syme,2020,Proceedings of the ACM on Programming Languages,10.1145/3386325,https://openalex.org/W3035158397,adjacent-subtopic; language-history,"This paper describes the genesis and early history of the F# programming language. I start with the origins of strongly-typed functional programming (FP) in the 1970s, 80s and 90s. During the same period, Microsoft was founded and grew to dominate the software industry. In 1997, as a response to Java, Microsoft initiated internal projects which eventually became the .NET programming framework and the C# language. From 1997 the worlds of academic functional programming and industry combined at Microsoft Research, Cambridge. The researchers engaged with the company through Project 7, the initial effort to bring multiple languages to .NET, leading to the initiation of .NET Generics in 1998 and F# in 2002. F# was one of several responses by advocates of strongly-typed functional programming to the ""object-oriented tidal wave"" of the mid-1990s. The development of the core features of F# 1.0 happened from 2004-2007, and I describe the decision-making process that led to the ""productization"" of F# by Microsoft in 2007-10 and the release of F# 2.0. The origins of F#'s characteristic features are covered: object programming, quotations, statically resolved type parameters, active patterns, computation expressions, async, units-of-measure and type providers. I describe key developments in F# since 2010, including F# 3.0-4.5, and its evolution as an open source, cross-platform language with multiple delivery channels. I conclude by examining some uses of F# and the influence F# has had on other languages so far.",openalex,llm,0.980,unreviewed,
discarded,Empirical Study of Programming to an Interface,Benoît Verhaeghe; Christopher Fuhrman; Latifa Guerrouj; Nicolas Anquetil; Sté́phane Ducasse,2019,,10.1109/ase.2019.00083,https://openalex.org/W2979483413,adjacent-subtopic; interfaces-empirical,"A popular recommendation to programmers in object-oriented software is to ""program to an interface, not an implementation"" (PTI). Expected benefits include increased simplicity from abstraction, decreased dependency on implementations, and higher flexibility. Yet, interfaces must be immutable, excessive class hierarchies can be a form of complexity, and ""speculative generality"" is a known code smell. To advance the empirical knowledge of PTI, we conducted an empirical investigation that involves 126 Java projects on GitHub, aiming to measuring the decreased dependency benefits (in terms of cochange).",openalex,llm,0.840,unreviewed,
kept,PODIO: An Event-Data-Model Toolkit for High Energy Physics Experiments,Frank Gaede; B. Hegner; Pere Mato,2017,Journal of Physics Conference Series,10.1088/1742-6596/898/7/072039,https://openalex.org/W2768830116,supports-claim; avoid-deep-hierarchies; data-model,"PODIO is a C++ library that supports the automatic creation of event data models (EDMs) and efficient I/O code for HEP experiments. It is developed as a new EDM Toolkit for future particle physics experiments in the context of the AIDA2020 EU programme. Experience from LHC and the linear collider community shows that existing solutions partly suffer from overly complex data models with deep object-hierarchies or unfavorable I/O performance. The PODIO project was created in order to address these problems. PODIO is based on the idea of employing plain-old-data (POD) data structures wherever possible, while avoiding deep object-hierarchies and virtual inheritance. At the same time it provides the necessary high-level interface towards the developer physicist, such as the support for inter-object relations and automatic memory-management, as well as a Python interface. To simplify the creation of efficient data models PODIO employs code generation from a simple yaml-based markup language. In addition, it was developed with concurrency in mind in order to support the use of modern CPU features, for example giving basic support for vectorization techniques.",openalex,llm,0.780,unreviewed,
